slug,name,vintage,producer,region,country,volume_ml,alcohol_pct,batch,ingredients_de,ingredients_en,allergens_de,allergens_en,energy_kj,energy_kcal,fat_g,saturates_g,carbohydrate_g,sugars_g,protein_g,salt_g
rivaner-2025,Rivaner,2025,Weingut Gebrüder Schmitt,Rheinhessen,Germany,750,12.55,4-360366-0001-26,"Trauben, Sulfite","Grapes, sulfites",Enthält Sulfite,Contains sulfites,312,75,0,0,1.6,0.6,&lt;0.5,&lt;0.5
